Value,Year
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.46000644390523,1979
271.46000644390523,1979
271.46000644390523,1979
271.46000644390523,1979
271.46000644390523,1979
271.46000644390523,1979
271.45999623973347,1979
271.45999623973347,1979
271.45999623973347,1979
271.45999623973347,1979
271.45999623973347,1979
271.45999623973347,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.4601915035768,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.46043107937703,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.46091936042217,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.4603213391353,1979
271.4603213391353,1979
271.4603213391353,1979
271.4603213391353,1979
271.4603213391353,1979
271.4603213391353,1979
271.460499962683,1979
271.460499962683,1979
271.460499962683,1979
271.460499962683,1979
271.460499962683,1979
271.460499962683,1979
271.46046130098017,1979
271.46046130098017,1979
271.46046130098017,1979
271.46046130098017,1979
271.46046130098017,1979
271.46046130098017,1979
271.46047888834454,1979
271.46047888834454,1979
271.46047888834454,1979
271.46047888834454,1979
271.46047888834454,1979
271.46047888834454,1979
271.4605098994532,1979
271.4605098994532,1979
271.4605098994532,1979
271.4605098994532,1979
271.4605098994532,1979
271.4605098994532,1979
271.46079100120517,1979
271.46079100120517,1979
271.46079100120517,1979
271.46079100120517,1979
271.46079100120517,1979
271.46079100120517,1979
271.4602532997164,1979
271.4602532997164,1979
271.4602532997164,1979
271.4602532997164,1979
271.4602532997164,1979
271.4602532997164,1979
271.4614653308777,1979
271.4614653308777,1979
271.4614653308777,1979
271.4614653308777,1979
271.4614653308777,1979
271.4614653308777,1979
271.4692238483232,1979
271.4692238483232,1979
271.4692238483232,1979
271.4692238483232,1979
271.4692238483232,1979
271.4692238483232,1979
271.46372696132596,1979
271.46372696132596,1979
271.46372696132596,1979
271.46372696132596,1979
271.46372696132596,1979
271.46372696132596,1979
271.5053050247664,1979
271.5053050247664,1979
271.5053050247664,1979
271.5053050247664,1979
271.5053050247664,1979
271.5053050247664,1979
271.57322026937686,1979
271.57322026937686,1979
271.57322026937686,1979
271.57322026937686,1979
271.57322026937686,1979
271.57322026937686,1979
271.74339729649915,1979
271.74339729649915,1979
271.74339729649915,1979
271.74339729649915,1979
271.74339729649915,1979
271.74339729649915,1979
272.02790208534685,1979
272.02790208534685,1979
272.02790208534685,1979
272.02790208534685,1979
272.02790208534685,1979
272.02790208534685,1979
271.82739446581024,1979
271.82739446581024,1979
271.82739446581024,1979
271.82739446581024,1979
271.82739446581024,1979
271.82739446581024,1979
272.0112485066312,1979
272.0112485066312,1979
272.0112485066312,1979
272.0112485066312,1979
272.0112485066312,1979
272.0112485066312,1979
272.0893993049962,1979
272.0893993049962,1979
272.0893993049962,1979
272.0893993049962,1979
272.0893993049962,1979
272.0893993049962,1979
272.3197052945796,1979
272.3197052945796,1979
272.3197052945796,1979
272.3197052945796,1979
272.3197052945796,1979
272.3197052945796,1979
272.56528559419297,1979
272.56528559419297,1979
272.56528559419297,1979
272.56528559419297,1979
272.56528559419297,1979
272.56528559419297,1979
272.8633559184386,1979
272.8633559184386,1979
272.8633559184386,1979
272.8633559184386,1979
272.8633559184386,1979
272.8633559184386,1979
273.41469844018474,1979
273.41469844018474,1979
273.41469844018474,1979
273.41469844018474,1979
273.41469844018474,1979
273.41469844018474,1979
273.8854166666667,1979
273.8854166666667,1979
273.8854166666667,1979
273.8854166666667,1979
273.8854166666667,1979
273.8854166666667,1979
274.1098756560755,1979
274.1098756560755,1979
274.1098756560755,1979
274.1098756560755,1979
274.1098756560755,1979
274.1098756560755,1979
274.43380265383377,1979
274.43380265383377,1979
274.43380265383377,1979
274.43380265383377,1979
274.43380265383377,1979
274.43380265383377,1979
274.6114871100462,1979
274.6114871100462,1979
274.6114871100462,1979
274.6114871100462,1979
274.6114871100462,1979
274.6114871100462,1979
274.73002996805195,1979
274.73002996805195,1979
274.73002996805195,1979
274.73002996805195,1979
274.73002996805195,1979
274.73002996805195,1979
274.8963373452937,1979
274.8963373452937,1979
274.8963373452937,1979
274.8963373452937,1979
274.8963373452937,1979
274.8963373452937,1979
275.0511284792137,1979
275.0511284792137,1979
275.0511284792137,1979
275.0511284792137,1979
275.0511284792137,1979
275.0511284792137,1979
275.1892714877309,1979
275.1892714877309,1979
275.1892714877309,1979
275.1892714877309,1979
275.1892714877309,1979
275.1892714877309,1979
275.3270770200749,1979
275.3270770200749,1979
275.3270770200749,1979
275.3270770200749,1979
275.3270770200749,1979
275.3270770200749,1979
273.489772416472,1979
273.489772416472,1979
273.489772416472,1979
273.489772416472,1979
273.489772416472,1979
273.489772416472,1979
273.57898200910114,1979
273.57898200910114,1979
273.57898200910114,1979
273.57898200910114,1979
273.57898200910114,1979
273.57898200910114,1979
273.66828242036485,1979
273.66828242036485,1979
273.66828242036485,1979
273.66828242036485,1979
273.66828242036485,1979
273.66828242036485,1979
273.75786975978576,1979
273.75786975978576,1979
273.75786975978576,1979
273.75786975978576,1979
273.75786975978576,1979
273.75786975978576,1979
273.8477731816138,1979
273.8477731816138,1979
273.8477731816138,1979
273.8477731816138,1979
273.8477731816138,1979
273.8477731816138,1979
273.93746277065213,1979
273.93746277065213,1979
273.93746277065213,1979
273.93746277065213,1979
273.93746277065213,1979
273.93746277065213,1979
274.0225682209448,1979
274.0225682209448,1979
274.0225682209448,1979
274.0225682209448,1979
274.0225682209448,1979
274.0225682209448,1979
274.6580747624034,1979
274.6580747624034,1979
274.6580747624034,1979
274.6580747624034,1979
274.6580747624034,1979
274.6580747624034,1979
274.0624199831199,1979
274.0624199831199,1979
274.0624199831199,1979
274.0624199831199,1979
274.0624199831199,1979
274.0624199831199,1979
273.9608037889618,1979
273.9608037889618,1979
273.9608037889618,1979
273.9608037889618,1979
273.9608037889618,1979
273.9608037889618,1979
273.8574731571158,1979
273.8574731571158,1979
273.8574731571158,1979
273.8574731571158,1979
273.8574731571158,1979
273.8574731571158,1979
273.75444245748093,1979
273.75444245748093,1979
273.75444245748093,1979
273.75444245748093,1979
273.75444245748093,1979
273.75444245748093,1979
273.65111109153514,1979
273.65111109153514,1979
273.65111109153514,1979
273.65111109153514,1979
273.65111109153514,1979
273.65111109153514,1979
273.54807284115924,1979
273.54807284115924,1979
273.54807284115924,1979
273.54807284115924,1979
273.54807284115924,1979
273.54807284115924,1979
273.4450555650639,1979
273.4450555650639,1979
273.4450555650639,1979
273.4450555650639,1979
273.4450555650639,1979
273.4450555650639,1979
272.86899537810757,1979
272.86899537810757,1979
272.86899537810757,1979
272.86899537810757,1979
272.86899537810757,1979
272.86899537810757,1979
272.7815533929674,1979
272.7815533929674,1979
272.7815533929674,1979
272.7815533929674,1979
272.7815533929674,1979
272.7815533929674,1979
272.697172604066,1979
272.697172604066,1979
272.697172604066,1979
272.697172604066,1979
272.697172604066,1979
272.697172604066,1979
272.604753002678,1979
272.604753002678,1979
272.604753002678,1979
272.604753002678,1979
272.604753002678,1979
272.604753002678,1979
272.51315800512776,1979
272.51315800512776,1979
272.51315800512776,1979
272.51315800512776,1979
272.51315800512776,1979
272.51315800512776,1979
272.4339679311641,1979
272.4339679311641,1979
272.4339679311641,1979
272.4339679311641,1979
272.4339679311641,1979
272.4339679311641,1979
272.3426013435285,1979
272.3426013435285,1979
272.3426013435285,1979
272.3426013435285,1979
272.3426013435285,1979
272.3426013435285,1979
271.86142135567684,1979
271.86142135567684,1979
271.86142135567684,1979
271.86142135567684,1979
271.86142135567684,1979
271.86142135567684,1979
271.5201913106073,1979
271.5201913106073,1979
271.5201913106073,1979
271.5201913106073,1979
271.5201913106073,1979
271.5201913106073,1979
271.4824769193774,1979
271.4824769193774,1979
271.4824769193774,1979
271.4824769193774,1979
271.4824769193774,1979
271.4824769193774,1979
271.48450003292965,1979
271.48450003292965,1979
271.48450003292965,1979
271.48450003292965,1979
271.48450003292965,1979
271.48450003292965,1979
271.46452742180054,1979
271.46452742180054,1979
271.46452742180054,1979
271.46452742180054,1979
271.46452742180054,1979
271.46452742180054,1979
271.4615563412303,1979
271.4615563412303,1979
271.4615563412303,1979
271.4615563412303,1979
271.4615563412303,1979
271.4615563412303,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.46068045281874,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599754362786,1979
271.4599754362786,1979
271.4599754362786,1979
271.4599754362786,1979
271.4599754362786,1979
271.4599754362786,1979
271.4599719437742,1979
271.4599719437742,1979
271.4599719437742,1979
271.4599719437742,1979
271.4599719437742,1979
271.4599719437742,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.46044921875,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.45947265625,1979
271.460693359375,1979
271.460693359375,1979
271.460693359375,1979
271.460693359375,1979
271.460693359375,1979
271.460693359375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.4599609375,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.460205078125,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1979
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.459716796875,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.4599609375,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.460205078125,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
271.46044921875,1980
