Value,Year
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
0.234625279903412,1979
